chrs,cum.start,cum.end,dat1.inside,dat1.outside,dat1.chr,dat1.relCo,dat2.inside,dat2.outside,dat2.chr,dat2.relCo,diff.relCo,pval,fdr,xsq.result
Chr1,5700001,6700000,87,14796,3610,0.005845595646039105,32,4525,1177,0.007022163704191354,0.0011765680581522489,0.3852129281600231,0.5983897793127536,ns
Chr1,5800001,6800000,94,14789,3610,0.00631593092790432,32,4525,1177,0.007022163704191354,7.06232776287034e-4,0.5983863369736674,0.7902536995303544,ns
Chr1,5900001,6900000,101,14782,3610,0.006786266209769536,37,4520,1177,0.008119376782971253,0.0013331105732017172,0.3639472363608311,0.5772600723248571,ns
Chr1,6000001,7000000,109,14774,3610,0.007323792246186925,39,4518,1177,0.008558262014483212,0.001234469768296287,0.38259010490235384,0.5967500097766892,ns
Chr1,6100001,7100000,117,14766,3610,0.007861318282604314,40,4517,1177,0.008777704630239193,9.163863476348792e-4,0.5702362682688207,0.7653476594483765,ns
Chr1,6200001,7200000,122,14761,3610,0.008197272055365181,47,4510,1177,0.010313802940531051,0.0021165308851658696,0.20116156611427638,0.38203306071846727,ns
Chr1,6300001,7300000,120,14763,3610,0.008062890546260835,47,4510,1177,0.010313802940531051,0.002250912394270216,0.16824880435300352,0.33547946162974074,ns
Chr1,6400001,7400000,117,14766,3610,0.007861318282604314,46,4511,1177,0.010094360324775072,0.0022330420421707575,0.16321586331870436,0.32842520283061427,ns
Chr1,6500001,7500000,125,14758,3610,0.008398844319021702,47,4510,1177,0.010313802940531051,0.0019149586215093488,0.2396634947522811,0.4291800082656338,ns
Chr1,6600001,7600000,122,14761,3610,0.008197272055365181,47,4510,1177,0.010313802940531051,0.0021165308851658696,0.20116156611427638,0.38203306071846727,ns
Chr1,6700001,7700000,112,14771,3610,0.007525364509843446,39,4518,1177,0.008558262014483212,0.0010328975046397662,0.4996739524278874,0.7081400745160813,ns
Chr1,6800001,7800000,131,14752,3610,0.008801988846334744,47,4510,1177,0.010313802940531051,0.0015118140941963072,0.3738180250132635,0.5865382821041444,ns
Chr1,6900001,7900000,133,14750,3610,0.008936370355439092,49,4508,1177,0.010752688172043012,0.0018163178166039195,0.29109250976101014,0.4956846613243041,ns
Chr1,7000001,8000000,135,14748,3610,0.009070751864543439,49,4508,1177,0.010752688172043012,0.0016819363074995729,0.2953173349792649,0.5003773521106502,ns
Chr1,7100001,8100000,142,14741,3610,0.009541087146408654,49,4508,1177,0.010752688172043012,0.0012116010256343571,0.49214748686160703,0.7012436623606466,ns
Chr1,7200001,8200000,157,14726,3610,0.010548948464691258,48,4509,1177,0.01053324555628703,-1.5702908404227958e-5,1,1,ns
Chr1,7300001,8300000,160,14723,3610,0.01075052072834778,47,4510,1177,0.010313802940531051,-4.367177878167282e-4,0.8690523646045538,1,ns
Chr1,7400001,8400000,184,14699,3610,0.012363098837599945,50,4507,1177,0.010972130787798991,-0.0013909680498009544,0.48531083514182877,0.6940913163437233,ns
Chr1,7500001,8500000,182,14701,3610,0.012228717328495599,51,4506,1177,0.01119157340355497,-0.0010371439249406283,0.6406548936549258,0.8319045811203865,ns
Chr1,7600001,8600000,189,14694,3610,0.012699052610360815,51,4506,1177,0.01119157340355497,-0.001507479206805844,0.4442000421065221,0.6563404209600853,ns
Chr1,7700001,8700000,186,14697,3610,0.012497480346704294,52,4505,1177,0.01141101601931095,-0.0010864643273933439,0.5907461634446789,0.7848825034476681,ns
Chr1,7800001,8800000,165,14718,3610,0.011086474501108648,44,4513,1177,0.009655475093263111,-0.0014309994078455374,0.4601391592355139,0.6745977885121327,ns
Chr1,7900001,8900000,153,14730,3610,0.010280185446482563,35,4522,1177,0.007680491551459293,-0.00259969389502327,0.12017241939563006,0.26575041738832283,ns
Chr1,8000001,9000000,173,14710,3610,0.011624000537526036,35,4522,1177,0.007680491551459293,-0.003943508986066743,0.025919936584073842,0.0923310173454306,ns
Chr1,8100001,9100000,162,14721,3610,0.010884902237452126,36,4521,1177,0.007899934167215274,-0.002984968070236852,0.09124716901229386,0.21786914630109297,ns
Chr1,8200001,9200000,152,14731,3610,0.010212994691930391,37,4520,1177,0.008119376782971253,-0.002093617908959138,0.22739324749908768,0.41741545989386847,ns
Chr1,8300001,9300000,160,14723,3610,0.01075052072834778,39,4518,1177,0.008558262014483212,-0.002192258713864567,0.20810736612295871,0.3913319304510967,ns
Chr1,8400001,9400000,135,14748,3610,0.009070751864543439,34,4523,1177,0.007461048935703314,-0.0016097029288401248,0.3615078265717255,0.5754436176588577,ns
Chr1,8500001,9500000,137,14746,3610,0.009205133373647785,37,4520,1177,0.008119376782971253,-0.0010857565906765322,0.53032889062371,0.7373137951920357,ns
Chr1,8600001,9600000,127,14756,3610,0.00853322582812605,36,4521,1177,0.007899934167215274,-6.332916609107769e-4,0.7805629368596524,0.9552292950613017,ns
Chr1,8700001,9700000,118,14765,3610,0.007928509037156486,41,4516,1177,0.008997147245995173,0.0010686382088386862,0.5103776988650768,0.7209837160816411,ns
Chr1,8800001,9800000,116,14767,3610,0.00779412752805214,40,4517,1177,0.008777704630239193,9.835771021870533e-4,0.5072544536472,0.7173405256512979,ns
Chr1,8900001,9900000,127,14756,3610,0.00853322582812605,45,4512,1177,0.009874917709019092,0.0013416918808930416,0.41569076176175884,0.624465382007944,ns
Chr1,9000001,10000000,120,14763,3610,0.008062890546260835,48,4509,1177,0.01053324555628703,0.0024703550100261956,0.12002570320747842,0.26575041738832283,ns
Chr1,9100001,10100000,124,14759,3610,0.00833165356446953,51,4506,1177,0.01119157340355497,0.0028599198390854407,0.0879577870952146,0.21154810837863655,ns
Chr1,9200001,10200000,120,14763,3610,0.008062890546260835,49,4508,1177,0.010752688172043012,0.002689797625782177,0.10010447055594562,0.23228466935340902,ns
Chr1,9300001,10300000,119,14764,3610,0.00799569979170866,47,4510,1177,0.010313802940531051,0.0023181031488223904,0.14114556029465386,0.29575492602282005,ns
Chr1,9400001,10400000,126,14757,3610,0.008466035073573876,47,4510,1177,0.010313802940531051,0.0018477678669571746,0.24207163855141334,0.43114921569021997,ns
Chr1,9500001,10500000,114,14769,3610,0.007659746018947792,43,4514,1177,0.009436032477507132,0.0017762864585593391,0.25605443446933096,0.45006444156597986,ns
Chr1,9600001,10600000,126,14757,3610,0.008466035073573876,47,4510,1177,0.010313802940531051,0.0018477678669571746,0.24207163855141334,0.43114921569021997,ns
Chr1,9700001,10700000,148,14735,3610,0.009944231673721696,40,4517,1177,0.008777704630239193,-0.0011665270434825029,0.5448294275989487,0.7487853864185761,ns
Chr1,9800001,10800000,148,14735,3610,0.009944231673721696,42,4515,1177,0.009216589861751152,-7.27641811970544e-4,0.7308012464984394,0.9086755121556067,ns
Chr1,9900001,10900000,135,14748,3610,0.009070751864543439,38,4519,1177,0.008338819398727233,-7.319324658162062e-4,0.7185209593003408,0.9018162379849782,ns
Chr1,10000001,11000000,135,14748,3610,0.009070751864543439,37,4520,1177,0.008119376782971253,-9.513750815721856e-4,0.5884596691029451,0.783424084724931,ns
Chr1,10100001,11100000,140,14743,3610,0.009406705637304306,34,4523,1177,0.007461048935703314,-0.0019456567016009922,0.2430895576219342,0.43237791760554556,ns
Chr1,10200001,11200000,150,14733,3610,0.010078613182826043,34,4523,1177,0.007461048935703314,-0.0026175642471227287,0.11592367082663264,0.2598612296339461,ns
Chr1,10300001,11300000,164,14719,3610,0.011019283746556474,37,4520,1177,0.008119376782971253,-0.002899906963585221,0.09438537828562708,0.22293894010834497,ns
Chr1,10400001,11400000,159,14724,3610,0.010683329973795605,37,4520,1177,0.008119376782971253,-0.002563953190824352,0.14930087984898938,0.3074664994390125,ns
Chr1,10500001,11500000,183,14700,3610,0.012295908083047773,47,4510,1177,0.010313802940531051,-0.001982105142516722,0.3088619223870907,0.5138684258011417,ns
Chr1,10600001,11600000,176,14707,3610,0.011825572801182557,42,4515,1177,0.009216589861751152,-0.002608982939431405,0.14859904443635083,0.3065000634853058,ns
Chr1,10700001,11700000,169,14714,3610,0.011355237519317342,46,4511,1177,0.010094360324775072,-0.00126087719454227,0.5176936139509087,0.7281965669021321,ns
Chr1,10800001,11800000,175,14708,3610,0.011758382046630383,45,4512,1177,0.009874917709019092,-0.001883464337611291,0.3366551453720491,0.5444312657673137,ns
Chr1,10900001,11900000,196,14687,3610,0.01316938789222603,46,4511,1177,0.010094360324775072,-0.0030750275674509588,0.10881002162662731,0.2481169697299218,ns
Chr1,11000001,12000000,191,14692,3610,0.012833434119465161,46,4511,1177,0.010094360324775072,-0.0027390737946900896,0.1645581628004376,0.3305761360997714,ns
Chr1,11100001,12100000,181,14702,3610,0.012161526573943425,44,4513,1177,0.009655475093263111,-0.0025060514806803137,0.17874089926064024,0.35056622801417237,ns
Chr1,11200001,12200000,164,14719,3610,0.011019283746556474,40,4517,1177,0.008777704630239193,-0.002241579116317281,0.21286279470315153,0.3979477495301471,ns
Chr1,11300001,12300000,146,14737,3610,0.00980985016461735,39,4518,1177,0.008558262014483212,-0.0012515881501341374,0.48607457130899595,0.6940913163437233,ns
Chr1,11400001,12400000,149,14734,3610,0.01001142242827387,41,4516,1177,0.008997147245995173,-0.0010142751822786976,0.605734111479462,0.798357558929931,ns
Chr1,11500001,12500000,130,14753,3610,0.008734798091782571,29,4528,1177,0.006363835856923414,-0.002370962234859157,0.1325400352722898,0.2859046914711587,ns
Chr1,11600001,12600000,145,14738,3610,0.009742659410065175,33,4524,1177,0.007241606319947334,-0.0025010530901178416,0.13091140412924268,0.28285447646285544,ns
Chr1,11700001,12700000,150,14733,3610,0.010078613182826043,29,4528,1177,0.006363835856923414,-0.0037147773259026285,0.021001841665061447,0.07886161628077204,ns
Chr1,11800001,12800000,165,14718,3610,0.011086474501108648,29,4528,1177,0.006363835856923414,-0.004722638644185234,0.004757879898150468,0.026798656862232123,diff
Chr1,11900001,12900000,142,14741,3610,0.009541087146408654,27,4530,1177,0.005924950625411455,-0.003616136520997199,0.022233239440327568,0.08254481572493447,ns
Chr1,12000001,13000000,144,14739,3610,0.009675468655513001,24,4533,1177,0.005266622778143515,-0.004408845877369486,0.004384578899145276,0.025405024418030175,diff
Chr1,12100001,13100000,181,14702,3610,0.012161526573943425,31,4526,1177,0.006802721088435374,-0.005358805485508051,0.0018655597707516347,0.014575291842381929,diff
Chr1,12200001,13200000,189,14694,3610,0.012699052610360815,30,4527,1177,0.0065832784726793945,-0.00611577413768142,3.903928198427128e-4,0.005397413301914106,diff
Chr1,12300001,13300000,194,14689,3610,0.013035006383121682,27,4530,1177,0.005924950625411455,-0.007110055757710227,2.9379219848671943e-5,0.0011962279868591383,diff
Chr1,12400001,13400000,189,14694,3610,0.012699052610360815,27,4530,1177,0.005924950625411455,-0.006774101984949359,6.717165685824778e-5,0.0017036948516888119,diff
Chr1,12500001,13500000,190,14693,3610,0.012766243364912989,27,4530,1177,0.005924950625411455,-0.0068412927395015335,5.100973776800882e-5,0.0014997798517061322,diff
Chr1,12600001,13600000,168,14715,3610,0.011288046764765169,23,4534,1177,0.005047180162387536,-0.006240866602377633,9.838912975410813e-5,0.002125850377310074,diff
Chr1,12700001,13700000,147,14736,3610,0.009877040919169522,23,4534,1177,0.005047180162387536,-0.004829860756781986,0.001866195856517919,0.014575291842381929,diff
Chr1,12800001,13800000,121,14762,3610,0.008130081300813009,22,4535,1177,0.0048277375466315555,-0.0033023437541814535,0.02235108557677059,0.08274924379265067,ns
Chr1,12900001,13900000,118,14765,3610,0.007928509037156486,22,4535,1177,0.0048277375466315555,-0.003100771490524931,0.034858513042172495,0.11097468644826895,ns
Chr1,13000001,14000000,96,14787,3610,0.006450312437008668,19,4538,1177,0.004169409699363616,-0.0022809027376450514,0.09681355401405775,0.2270467334351034,ns
Chr1,13100001,14100000,55,14828,3610,0.003695491500369549,10,4547,1177,0.0021944261575597983,-0.0015010653428097509,0.14285627250012947,0.29839075618886,ns
Chr1,13200001,14200000,46,14837,3610,0.0030907747093999864,9,4548,1177,0.0019749835418038184,-0.001115791167596168,0.26476674320646826,0.46037278040385904,ns
Chr1,13300001,14300000,29,14854,3610,0.001948531882013035,7,4550,1177,0.0015360983102918587,-4.124335717211763e-4,0.6955102868692477,0.8797337409728104,ns
Chr1,13400001,14400000,23,14860,3610,0.0015453873546999932,3,4554,1177,6.583278472679394e-4,-8.870595074320538e-4,0.2435491542771593,0.4326115705354393,ns
Chr1,13500001,14500000,12,14871,3610,8.062890546260835e-4,2,4555,1177,4.3888523151195964e-4,-3.674038231141238e-4,0.5424645065351821,0.7486578215846806,ns
Chr1,13600001,14600000,11,14872,3610,7.390983000739098e-4,2,4555,1177,4.3888523151195964e-4,-3.002130685619502e-4,0.7450822384847094,0.921218002179031,ns
Chr1,13700001,14700000,9,14874,3610,6.047167909695626e-4,1,4556,1177,2.1944261575597982e-4,-3.8527417521358275e-4,0.46976691607205734,0.6803876872340346,ns
Chr1,13800001,14800000,9,14874,3610,6.047167909695626e-4,0,4557,1177,0,-6.047167909695626e-4,0.12804487759887742,0.2789473531823478,ns
Chr1,13900001,14900000,9,14874,3610,6.047167909695626e-4,0,4557,1177,0,-6.047167909695626e-4,0.12804487759887742,0.2789473531823478,ns
Chr1,14000001,15000000,9,14874,3610,6.047167909695626e-4,0,4557,1177,0,-6.047167909695626e-4,0.12804487759887742,0.2789473531823478,ns
Chr1,14100001,15100000,6,14877,3610,4.0314452731304173e-4,0,4557,1177,0,-4.0314452731304173e-4,0.34684204417002085,0.5554529941872266,ns
Chr1,14200001,15200000,1,14882,3610,6.719075455217362e-5,0,4557,1177,0,-6.719075455217362e-5,0.9999999999999999,1,ns
Chr1,14300001,15300000,0,14883,3610,0,0,4557,1177,0,0,1,1,ns
Chr1,14400001,15400000,0,14883,3610,0,0,4557,1177,0,0,1,1,ns
Chr1,14500001,15500000,0,14883,3610,0,0,4557,1177,0,0,1,1,ns
Chr1,14600001,15600000,0,14883,3610,0,0,4557,1177,0,0,1,1,ns
Chr1,14700001,15700000,0,14883,3610,0,0,4557,1177,0,0,1,1,ns
Chr1,14800001,15800000,0,14883,3610,0,0,4557,1177,0,0,1,1,ns
Chr1,14900001,15900000,0,14883,3610,0,0,4557,1177,0,0,1,1,ns
Chr1,15000001,16000000,0,14883,3610,0,0,4557,1177,0,0,1,1,ns
Chr1,15100001,16100000,0,14883,3610,0,0,4557,1177,0,0,1,1,ns
Chr1,15200001,16200000,0,14883,3610,0,0,4557,1177,0,0,1,1,ns
Chr1,15300001,16300000,0,14883,3610,0,0,4557,1177,0,0,1,1,ns
Chr1,15400001,16400000,0,14883,3610,0,0,4557,1177,0,0,1,1,ns
Chr1,15500001,16500000,0,14883,3610,0,0,4557,1177,0,0,1,1,ns
Chr1,15600001,16600000,0,14883,3610,0,0,4557,1177,0,0,1,1,ns
Chr1,15700001,16700000,0,14883,3610,0,0,4557,1177,0,0,1,1,ns
Chr1,15800001,16800000,0,14883,3610,0,0,4557,1177,0,0,1,1,ns
Chr1,15900001,16900000,0,14883,3610,0,0,4557,1177,0,0,1,1,ns
Chr1,16000001,17000000,0,14883,3610,0,0,4557,1177,0,0,1,1,ns
Chr1,16100001,17100000,0,14883,3610,0,0,4557,1177,0,0,1,1,ns
Chr1,16200001,17200000,0,14883,3610,0,0,4557,1177,0,0,1,1,ns
Chr1,16300001,17300000,0,14883,3610,0,0,4557,1177,0,0,1,1,ns
Chr1,16400001,17400000,0,14883,3610,0,0,4557,1177,0,0,1,1,ns
Chr1,16500001,17500000,0,14883,3610,0,0,4557,1177,0,0,1,1,ns
Chr1,16600001,17600000,0,14883,3610,0,0,4557,1177,0,0,1,1,ns
Chr1,16700001,17700000,0,14883,3610,0,0,4557,1177,0,0,1,1,ns
Chr1,16800001,17800000,8,14875,3610,5.375260364173889e-4,1,4556,1177,2.1944261575597982e-4,-3.180834206614091e-4,0.6949832026307636,0.8797337409728104,ns
Chr1,16900001,17900000,8,14875,3610,5.375260364173889e-4,1,4556,1177,2.1944261575597982e-4,-3.180834206614091e-4,0.6949832026307636,0.8797337409728104,ns
Chr1,17000001,18000000,8,14875,3610,5.375260364173889e-4,1,4556,1177,2.1944261575597982e-4,-3.180834206614091e-4,0.6949832026307636,0.8797337409728104,ns
Chr1,17100001,18100000,22,14861,3610,0.0014781966001478197,1,4556,1177,2.1944261575597982e-4,-0.0012587539843918398,0.02623981512116871,0.09247079232540203,ns
Chr1,17200001,18200000,22,14861,3610,0.0014781966001478197,1,4556,1177,2.1944261575597982e-4,-0.0012587539843918398,0.02623981512116871,0.09247079232540203,ns
Chr1,17300001,18300000,54,14829,3610,0.0036283007458173754,4,4553,1177,8.777704630239193e-4,-0.0027505302827934563,0.0016061383743354923,0.013746041411520641,diff
Chr1,17400001,18400000,64,14819,3610,0.0043002082913391115,4,4553,1177,8.777704630239193e-4,-0.003422437828315192,2.4614531002703293e-4,0.004086894301563183,diff
Chr1,17500001,18500000,66,14817,3610,0.004434589800443459,5,4552,1177,0.0010972130787798991,-0.00333737672166356,3.9090524261768336e-4,0.005397413301914106,diff
Chr1,17600001,18600000,85,14798,3610,0.005711214136934758,9,4548,1177,0.0019749835418038184,-0.0037362305951309394,8.579819927398894e-4,0.009243888997975727,diff
Chr1,17700001,18700000,97,14786,3610,0.006517503191560841,13,4544,1177,0.0028527540048277375,-0.0036647491867331035,0.003102104739697987,0.02051586902619964,diff
Chr1,17800001,18800000,109,14774,3610,0.007323792246186925,15,4542,1177,0.0032916392363396972,-0.004032153009847227,0.0019224798310962857,0.014904873043440615,diff
Chr1,17900001,18900000,133,14750,3610,0.008936370355439092,19,4538,1177,0.004169409699363616,-0.004766960656075476,9.956385985360704e-4,0.009965222473867,diff
Chr1,18000001,19000000,159,14724,3610,0.010683329973795605,21,4536,1177,0.004608294930875576,-0.006075035042920029,8.753700823074692e-5,0.0019984709894848977,diff
Chr1,18100001,19100000,166,14717,3610,0.01115366525566082,25,4532,1177,0.0054860653938994955,-0.005667599861761325,4.0616285525713275e-4,0.0055187901363804226,diff
Chr1,18200001,19200000,177,14706,3610,0.011892763555734731,26,4531,1177,0.005705508009655475,-0.0061872555460792565,1.6572553323190625e-4,0.0030336979555507285,diff
Chr1,18300001,19300000,152,14731,3610,0.010212994691930391,25,4532,1177,0.0054860653938994955,-0.0047269292980308955,0.0023873958098175685,0.017200963689485208,diff
Chr1,18400001,19400000,201,14682,3610,0.013505341664986898,32,4525,1177,0.007022163704191354,-0.0064831779607955435,2.431134019905851e-4,0.004086894301563183,diff
Chr1,18500001,19500000,243,14640,3610,0.01632735335617819,40,4517,1177,0.008777704630239193,-0.007549648725938997,1.2439155719114498e-4,0.002522278036583524,diff
Chr1,18600001,19600000,245,14638,3610,0.01646173486528254,43,4514,1177,0.009436032477507132,-0.007025702387775407,4.3356112125265115e-4,0.005772056139504992,diff
