genotype,lib,chrs,start,stop,cos,width
mmH,15,Chr1,8308193,8308560,8308377,367
mmH,15,Chr1,17555896,17556715,17556306,819
mmH,15,Chr1,29243474,29244865,29244170,1391
mmH,15,Chr2,115565,115824,115695,259
mmH,15,Chr2,10809444,10809529,10809486,85
mmH,15,Chr2,13289106,13290694,13289900,1588
mmH,15,Chr3,9038311,9038637,9038474,326
mmH,15,Chr4,5371219,5371250,5371235,31
mmH,15,Chr4,6853472,6854085,6853778,613
mmH,15,Chr5,8993152,8993668,8993410,516
mmH,15,Chr5,16926521,16926731,16926626,210
mmH,16,Chr1,16835561,16835617,16835589,56
mmH,16,Chr1,25432173,25432404,25432289,231
mmH,16,Chr2,112950,113118,113034,168
mmH,16,Chr2,6796694,6801370,6799032,4676
mmH,16,Chr2,15589759,15590220,15589989,461
mmH,16,Chr4,18460890,18461237,18461064,347
mmH,16,Chr5,17532742,17533016,17532879,274
mmH,17,Chr1,9459459,9459470,9459465,11
mmH,17,Chr1,13316385,13316959,13316672,574
mmH,17,Chr3,17478379,17478511,17478445,132
mmH,17,Chr5,25511542,25511940,25511741,398
mmH,18,Chr1,671312,671911,671612,599
mmH,18,Chr1,8145661,8145747,8145704,86
mmH,18,Chr1,18758001,18758246,18758123,245
mmH,18,Chr1,26331035,26331068,26331051,33
mmH,18,Chr1,29422171,29422753,29422462,582
mmH,18,Chr2,8985032,8985226,8985129,194
mmH,18,Chr2,10939876,10940721,10940298,845
mmH,18,Chr3,19134826,19136205,19135516,1379
mmH,18,Chr4,8695660,8697151,8696406,1491
mmH,18,Chr5,9063617,9064116,9063867,499
mmH,19,Chr1,12583196,12583284,12583240,88
mmH,19,Chr1,17857859,17858787,17858323,928
mmH,19,Chr2,17166948,17168060,17167504,1112
mmH,19,Chr3,8282126,8282562,8282344,436
mmH,19,Chr3,22789228,22789801,22789514,573
mmH,19,Chr5,18082123,18098476,18090299,16353
mmH,19,Chr5,19804610,19806818,19805714,2208
mmH,20,Chr1,737717,738655,738186,938
mmH,20,Chr1,2847808,2848821,2848314,1013
mmH,20,Chr1,17253039,17253368,17253203,329
mmH,20,Chr1,26076698,26076738,26076718,40
mmH,20,Chr2,400539,400873,400706,334
mmH,20,Chr2,12298889,12305063,12301976,6174
mmH,20,Chr3,11299064,11299211,11299138,147
mmH,20,Chr4,303969,304552,304261,583
mmH,20,Chr4,5453321,5453657,5453489,336
mmH,21,Chr1,16430542,16430791,16430666,249
mmH,21,Chr1,29381288,29381754,29381521,466
mmH,21,Chr2,7632404,7632646,7632525,242
mmH,21,Chr3,325752,326136,325944,384
mmH,21,Chr3,11047198,11047429,11047314,231
mmH,21,Chr4,5641065,5641241,5641153,176
mmH,21,Chr5,7097742,7098154,7097948,412
mmH,21,Chr5,8796203,8797215,8796709,1012
mmH,21,Chr5,14922223,14922310,14922267,87
mmH,21,Chr5,24092262,24094878,24093570,2616
mmH,22,Chr1,11127602,11128083,11127842,481
mmH,22,Chr2,14406922,14407341,14407132,419
mmH,22,Chr3,5262791,5263138,5262965,347
mmH,22,Chr3,14951424,14953502,14952463,2078
mmH,22,Chr4,5640254,5640520,5640387,266
mmH,22,Chr4,9925350,9925497,9925424,147
mmH,22,Chr5,7383587,7385164,7384375,1577
mmH,23,Chr1,1876944,1877122,1877033,178
mmH,23,Chr2,11290140,11290951,11290546,811
mmH,23,Chr2,11686349,11686767,11686558,418
mmH,23,Chr4,5464234,5464513,5464374,279
mmH,23,Chr4,8859305,8859410,8859357,105
mmH,23,Chr5,10282783,10282916,10282849,133
mmH,23,Chr5,14820057,14820209,14820133,152
mmH,23,Chr5,26220036,26221128,26220582,1092
mmH,24,Chr1,11687172,11687852,11687512,680
mmH,24,Chr1,12870319,12870356,12870337,37
mmH,24,Chr1,28691673,28707111,28699392,15438
mmH,24,Chr2,4941632,4941638,4941635,6
mmH,24,Chr2,12002771,12004160,12003465,1389
mmH,24,Chr3,9496147,9496157,9496152,10
mmH,24,Chr4,5159065,5161680,5160373,2615
mmH,24,Chr5,13352821,13357479,13355150,4658
mmH,24,Chr5,15071399,15071480,15071439,81
mmH,25,Chr2,262044,262211,262128,167
mmH,25,Chr3,18659577,18660053,18659815,476
mmH,25,Chr4,17225348,17227343,17226346,1995
mmH,25,Chr5,1378619,1379059,1378839,440
mmH,25,Chr5,21997972,21998162,21998067,190
mmH,26,Chr1,12421398,12422113,12421756,715
mmH,26,Chr1,23045824,23046520,23046172,696
mmH,26,Chr2,166339,167062,166701,723
mmH,26,Chr3,9175880,9176160,9176020,280
mmH,26,Chr4,623181,624095,623638,914
mmH,26,Chr5,6450558,6450774,6450666,216
mmH,26,Chr5,15444754,15445604,15445179,850
mmH,27,Chr1,7924624,7924759,7924692,135
mmH,27,Chr2,1599036,1599097,1599066,61
mmH,27,Chr3,2838700,2841199,2839950,2499
mmH,27,Chr3,11745009,11745471,11745240,462
mmH,27,Chr4,10702388,10702413,10702400,25
mmH,27,Chr5,9005572,9005994,9005783,422
mmH,27,Chr5,13621799,13621949,13621874,150
mmH,28,Chr1,499954,502177,501066,2223
mmH,28,Chr1,14158111,14158128,14158119,17
mmH,28,Chr1,25319517,25319769,25319643,252
mmH,28,Chr2,9563116,9563501,9563308,385
mmH,28,Chr3,8911779,8912351,8912065,572
mmH,28,Chr3,16712528,16712834,16712681,306
mmH,28,Chr4,144603,144765,144684,162
mmH,28,Chr4,17956612,17960131,17958372,3519
mmH,28,Chr5,8914008,8916244,8915126,2236
mmH,28,Chr5,9077649,9077815,9077732,166
mmH,28,Chr5,26236560,26236674,26236617,114
mmH,29,Chr1,7787720,7788917,7788318,1197
mmH,29,Chr1,17833995,17834401,17834198,406
mmH,29,Chr2,1661964,1662912,1662438,948
mmH,29,Chr3,7540785,7541231,7541008,446
mmH,29,Chr4,6424545,6425346,6424945,801
mmH,29,Chr4,8373775,8374408,8374091,633
mmH,29,Chr4,16501196,16502118,16501657,922
mmH,29,Chr5,5766381,5766860,5766621,479
mmH,29,Chr5,15912870,15913056,15912963,186
mmH,30,Chr1,171924,172053,171988,129
mmH,30,Chr1,10276718,10276790,10276754,72
mmH,30,Chr2,258945,259019,258982,74
mmH,30,Chr2,18338318,18338515,18338416,197
mmH,30,Chr3,5307479,5311412,5309445,3933
mmH,30,Chr3,18578559,18578598,18578579,39
mmH,30,Chr4,506570,506945,506758,375
mmH,30,Chr4,10379566,10380231,10379898,665
mmH,30,Chr4,12985316,12985786,12985551,470
mmH,30,Chr5,661269,661566,661417,297
mmH,30,Chr5,8567359,8567471,8567415,112
mmH,31,Chr1,2626307,2627283,2626795,976
mmH,31,Chr2,15779392,15779739,15779566,347
mmH,31,Chr3,11248340,11248834,11248587,494
mmH,31,Chr3,23194373,23195662,23195017,1289
mmH,31,Chr4,5435661,5435843,5435752,182
mmH,31,Chr4,18183130,18183171,18183150,41
mmH,31,Chr5,1936632,1937741,1937186,1109
mmH,31,Chr5,15587454,15587983,15587718,529
mmH,31,Chr5,22178793,22179273,22179033,480
mmH,32,Chr2,6467032,6467123,6467078,91
mmH,32,Chr2,7048660,7048981,7048820,321
mmH,32,Chr3,16124160,16124619,16124390,459
mmH,32,Chr4,6036184,6037145,6036664,961
mmH,32,Chr5,9077904,9078299,9078102,395
mmH,33,Chr1,1147537,1148269,1147903,732
mmH,33,Chr1,10262446,10262456,10262451,10
mmH,33,Chr1,21191554,21191558,21191556,4
mmH,33,Chr2,18645069,18646358,18645713,1289
mmH,33,Chr5,804960,805784,805372,824
mmH,33,Chr5,18453651,18454285,18453968,634
mmH,34,Chr1,19899094,19899465,19899280,371
mmH,34,Chr1,26334476,26334826,26334651,350
mmH,34,Chr3,10023272,10023303,10023288,31
mmH,34,Chr4,10729947,10730064,10730005,117
mmH,34,Chr5,9966448,9966676,9966562,228
mmH,35,Chr1,7700049,7700733,7700391,684
mmH,35,Chr1,25531005,25531765,25531385,760
mmH,35,Chr2,6467032,6467123,6467078,91
mmH,35,Chr2,18495653,18496600,18496127,947
mmH,35,Chr3,14906337,14906869,14906603,532
mmH,35,Chr4,5247240,5247294,5247267,54
mmH,35,Chr4,11864917,11865095,11865006,178
mmH,35,Chr5,14878055,14878310,14878183,255
mmH,36,Chr1,7371512,7372064,7371788,552
mmH,36,Chr1,18838124,18838616,18838370,492
mmH,36,Chr1,20137661,20137808,20137735,147
mmH,36,Chr2,4307930,4307956,4307943,26
mmH,36,Chr2,6035305,6035766,6035535,461
mmH,36,Chr3,102646,102694,102670,48
mmH,36,Chr3,3073193,3075252,3074223,2059
mmH,36,Chr3,15402754,15403798,15403276,1044
mmH,36,Chr4,646968,647292,647130,324
mmH,36,Chr4,17638633,17638794,17638713,161
mmH,36,Chr5,8799633,8799898,8799765,265
mmH,36,Chr5,10484925,10485195,10485060,270
mmH,37,Chr1,21163547,21163764,21163655,217
mmH,37,Chr1,22344275,22344561,22344418,286
mmH,37,Chr2,2312998,2313064,2313031,66
mmH,37,Chr2,11435696,11435847,11435772,151
mmH,37,Chr2,12411100,12411389,12411244,289
mmH,37,Chr3,8986720,8987184,8986952,464
mmH,37,Chr3,19409443,19411833,19410638,2390
mmH,37,Chr5,3045362,3045516,3045439,154
mmH,38,Chr1,17527146,17527351,17527248,205
mmH,38,Chr3,9472642,9473158,9472900,516
mmH,38,Chr3,16243021,16250451,16246736,7430
mmH,38,Chr4,5143324,5143455,5143390,131
mmH,38,Chr4,11275327,11275597,11275462,270
mmH,39,Chr1,8147771,8148803,8148287,1032
mmH,39,Chr1,8164665,8164994,8164829,329
mmH,39,Chr3,8949524,8951102,8950313,1578
mmH,39,Chr4,122946,123697,123322,751
mmH,39,Chr4,7415645,7415868,7415757,223
mmH,40,Chr1,19694584,19695428,19695006,844
mmH,40,Chr2,607682,607842,607762,160
mmH,40,Chr3,9008354,9009482,9008918,1128
mmH,40,Chr5,15740114,15740225,15740170,111
mmH,41,Chr1,8686052,8686237,8686144,185
mmH,41,Chr2,258703,258945,258824,242
mmH,41,Chr2,5542164,5542392,5542278,228
mmH,41,Chr2,18439505,18440051,18439778,546
mmH,41,Chr3,11530029,11530147,11530088,118
mmH,41,Chr3,18251107,18251222,18251165,115
mmH,41,Chr3,23135276,23145526,23140401,10250
mmH,41,Chr4,10385076,10385382,10385229,306
mmH,41,Chr4,17797773,17798288,17798031,515
mmH,41,Chr5,814586,815105,814846,519
mmH,41,Chr5,15665462,15665603,15665532,141
mmH,41,Chr5,21698184,21698393,21698288,209
mmH,42,Chr1,523868,549671,536770,25803
mmH,42,Chr1,28863622,28864166,28863894,544
mmH,42,Chr2,12631021,12631242,12631131,221
mmH,42,Chr3,618462,618476,618469,14
mmH,42,Chr3,17127305,17127693,17127499,388
mmH,42,Chr4,17672413,17673622,17673017,1209
mmH,42,Chr5,800617,800866,800741,249
mmH,43,Chr1,11827586,11827897,11827742,311
mmH,43,Chr1,16560678,16560826,16560752,148
mmH,43,Chr2,16609594,16609910,16609752,316
mmH,43,Chr3,6164355,6164430,6164393,75
mmH,43,Chr5,1411592,1412380,1411986,788
mmH,44,Chr1,7946618,7946621,7946620,3
mmH,44,Chr1,16839776,16839907,16839842,131
mmH,44,Chr2,10214815,10215251,10215033,436
mmH,44,Chr3,17420849,17420998,17420923,149
mmH,44,Chr4,6862960,6863134,6863047,174
mmH,44,Chr5,23293740,23293870,23293805,130
mmH,45,Chr1,17286119,17286276,17286197,157
mmH,45,Chr1,19331946,19332438,19332192,492
mmH,45,Chr2,521682,522003,521842,321
mmH,45,Chr2,12583758,12583925,12583842,167
mmH,45,Chr5,22174106,22174141,22174124,35
mmH,46,Chr1,2873024,2874393,2873708,1369
mmH,46,Chr1,29352471,29353150,29352811,679
mmH,46,Chr2,6382338,6382537,6382438,199
mmH,46,Chr2,18216876,18217233,18217054,357
mmH,46,Chr3,7558475,7559462,7558969,987
mmH,46,Chr4,5801490,5801806,5801648,316
mmH,46,Chr4,8386028,8386175,8386102,147
mmH,46,Chr5,15878365,15879014,15878689,649
mmH,46,Chr5,19809497,19812038,19810767,2541
mmH,47,Chr1,2143073,2143472,2143273,399
mmH,47,Chr2,265493,266205,265849,712
mmH,47,Chr3,7731830,7731993,7731912,163
mmH,47,Chr3,9429837,9430349,9430093,512
mmH,47,Chr4,5425097,5425596,5425347,499
mmH,47,Chr5,9529135,9529257,9529196,122
mmH,47,Chr5,26349649,26350108,26349879,459
mmH,48,Chr1,24649963,24650355,24650159,392
mmH,48,Chr3,15743493,15751536,15747515,8043
mmH,48,Chr3,17213591,17213642,17213617,51
mmH,48,Chr4,17540043,17541057,17540550,1014
mmH,48,Chr5,18504366,18512821,18508594,8455
mmH,48,Chr5,23263123,23263401,23263262,278
mmH,49,Chr1,4932549,4933125,4932837,576
mmH,49,Chr1,27712849,27713583,27713216,734
mmH,49,Chr2,2244840,2244872,2244856,32
mmH,49,Chr2,6345574,6346580,6346077,1006
mmH,49,Chr2,15546792,15547649,15547220,857
mmH,49,Chr3,3658681,3661889,3660285,3208
mmH,49,Chr4,17038397,17038995,17038696,598
mmH,49,Chr5,3509102,3509307,3509204,205
mmH,49,Chr5,13226933,13227155,13227044,222
mmH,49,Chr5,17214476,17215619,17215048,1143
mmH,49,Chr5,25720100,25721985,25721042,1885
mmH,50,Chr1,23461440,23461757,23461598,317
mmH,50,Chr3,3590207,3590277,3590242,70
mmH,50,Chr3,9678274,9679466,9678870,1192
mmH,50,Chr3,9835621,9836293,9835957,672
mmH,50,Chr4,6738331,6739803,6739067,1472
mmH,50,Chr5,9653179,9655246,9654213,2067
mmH,51,Chr1,6635063,6635717,6635390,654
mmH,51,Chr1,12253849,12253995,12253922,146
mmH,51,Chr1,13258816,13258927,13258872,111
mmH,51,Chr2,17742758,17743772,17743265,1014
mmH,51,Chr3,8720238,8720928,8720583,690
mmH,51,Chr3,18704192,18704598,18704395,406
mmH,51,Chr4,10021919,10022021,10021970,102
mmH,51,Chr5,318524,320018,319271,1494
mmH,51,Chr5,7005128,7005303,7005216,175
mmH,52,Chr1,549671,560551,555111,10880
mmH,52,Chr1,16560712,16560826,16560769,114
mmH,52,Chr1,16638002,16638120,16638061,118
mmH,52,Chr2,6699346,6699750,6699548,404
mmH,52,Chr2,10610624,10612074,10611349,1450
mmH,52,Chr3,8556971,8557068,8557019,97
mmH,52,Chr3,20247598,20249044,20248321,1446
mmH,52,Chr4,10022478,10023034,10022756,556
mmH,52,Chr5,4765967,4766012,4765989,45
mmH,52,Chr5,7953042,7953109,7953076,67
mmH,53,Chr1,7241160,7242753,7241956,1593
mmH,53,Chr1,11026056,11026239,11026148,183
mmH,53,Chr2,10571002,10571603,10571302,601
mmH,53,Chr4,1399004,1399374,1399189,370
mmH,54,Chr2,14564954,14565867,14565410,913
mmH,54,Chr3,10830309,10832181,10831245,1872
mmH,54,Chr3,18664899,18666308,18665603,1409
mmH,54,Chr5,10044693,10044810,10044751,117
mmH,54,Chr5,17511418,17511732,17511575,314
mmH,54,Chr5,19126795,19127243,19127019,448
mmH,55,Chr1,14165046,14165231,14165138,185
mmH,55,Chr3,11719651,11720219,11719935,568
mmH,55,Chr4,5299784,5299895,5299840,111
mmH,55,Chr5,15021019,15021264,15021141,245
mmH,55,Chr5,26053934,26054418,26054176,484
mmH,56,Chr1,2851344,2852039,2851692,695
mmH,56,Chr1,17210473,17210773,17210623,300
mmH,56,Chr2,810359,810475,810417,116
mmH,56,Chr3,17854877,17854888,17854883,11
mmH,56,Chr3,18410688,18411786,18411237,1098
mmH,56,Chr3,19459510,19460757,19460134,1247
mmH,56,Chr5,24643891,24644987,24644439,1096
mmH,57,Chr1,20020022,20020787,20020404,765
mmH,57,Chr2,6391792,6392505,6392148,713
mmH,57,Chr2,9752535,9752795,9752665,260
mmH,57,Chr3,15879743,15879901,15879822,158
mmH,57,Chr4,5786332,5789442,5787887,3110
mmH,57,Chr4,10364749,10365037,10364893,288
mmH,57,Chr5,26058209,26058924,26058567,715
mmH,58,Chr1,16838266,16838557,16838412,291
mmH,58,Chr3,11790924,11790989,11790956,65
mmH,58,Chr3,12369776,12369791,12369784,15
mmH,58,Chr5,8195643,8196000,8195821,357
mmH,58,Chr5,17982046,17982665,17982356,619
mmH,59,Chr1,7932129,7932180,7932155,51
mmH,59,Chr1,11843411,11843980,11843695,569
mmH,59,Chr1,28364685,28365402,28365043,717
mmH,59,Chr2,114507,115565,115036,1058
mmH,59,Chr5,20991099,20991630,20991365,531
mmH,60,Chr1,8225884,8226327,8226106,443
mmH,60,Chr2,6544387,6544638,6544513,251
mmH,60,Chr2,7048981,7049289,7049135,308
mmH,60,Chr3,4077148,4078352,4077750,1204
mmH,60,Chr3,6118479,6118822,6118651,343
mmH,60,Chr3,20304415,20304591,20304503,176
mmH,60,Chr4,461588,461978,461783,390
mmH,60,Chr4,6577968,6578048,6578008,80
mmH,60,Chr5,2060651,2061435,2061043,784
mmH,60,Chr5,20070931,20072487,20071709,1556
mmH,61,Chr1,10055729,10055839,10055784,110
mmH,61,Chr1,21937695,21939241,21938468,1546
mmH,61,Chr2,610935,611041,610988,106
mmH,61,Chr2,7512844,7513060,7512952,216
mmH,61,Chr3,572296,573032,572664,736
mmH,61,Chr4,11172896,11173454,11173175,558
mmH,61,Chr5,16804319,16804502,16804411,183
mmH,61,Chr5,26812952,26812996,26812974,44
mmH,62,Chr1,13118541,13118964,13118753,423
mmH,62,Chr2,6312819,6312996,6312907,177
mmH,62,Chr3,21156996,21157877,21157436,881
mmH,62,Chr4,222388,223865,223126,1477
mmH,62,Chr4,7666264,7666511,7666388,247
mmH,62,Chr5,14517670,14517859,14517764,189
mmH,63,Chr1,5973692,5974262,5973977,570
mmH,63,Chr1,17389102,17390041,17389572,939
mmH,63,Chr1,29134705,29134875,29134790,170
mmH,63,Chr2,9994280,9994984,9994632,704
mmH,63,Chr3,8546353,8546753,8546553,400
mmH,63,Chr3,23179894,23181246,23180570,1352
mmH,64,Chr1,13255117,13255192,13255155,75
mmH,64,Chr1,29461417,29461835,29461626,418
mmH,64,Chr5,9803801,9804814,9804307,1013
mmH,64,Chr5,25986553,25987279,25986916,726
mmH,65,Chr1,3321865,3323366,3322615,1501
mmH,65,Chr1,26192611,26192778,26192695,167
mmH,65,Chr2,6802808,6804750,6803779,1942
mmH,65,Chr4,301649,301956,301803,307
mmH,66,Chr1,6174357,6176913,6175635,2556
mmH,66,Chr1,7053619,7056265,7054942,2646
mmH,66,Chr1,24988638,24989208,24988923,570
mmH,66,Chr2,2271719,2272346,2272033,627
mmH,66,Chr2,6503370,6503475,6503422,105
mmH,66,Chr4,8823087,8823425,8823256,338
mmH,66,Chr5,15390290,15390841,15390566,551
mmH,67,Chr1,11828684,11829075,11828880,391
mmH,67,Chr1,16892055,16892153,16892104,98
mmH,67,Chr2,1564633,1566493,1565563,1860
mmH,67,Chr3,8721290,8721539,8721414,249
mmH,67,Chr4,1435213,1435332,1435273,119
mmH,67,Chr4,5562661,5562910,5562785,249
mmH,67,Chr5,1279170,1279211,1279190,41
mmH,68,Chr1,16262737,16263563,16263150,826
mmH,68,Chr2,7229654,7229681,7229668,27
mmH,68,Chr2,18703145,18703587,18703366,442
mmH,68,Chr3,17023911,17024413,17024162,502
mmH,68,Chr3,19600193,19600767,19600480,574
mmH,68,Chr4,5606493,5606849,5606671,356
mmH,68,Chr4,9031187,9031710,9031449,523
mmH,68,Chr5,9366176,9367479,9366828,1303
mmH,68,Chr5,24947561,24947985,24947773,424
mmH,69,Chr2,233302,233918,233610,616
mmH,69,Chr2,1598931,1599008,1598969,77
mmH,69,Chr2,11870828,11872598,11871713,1770
mmH,69,Chr3,2894456,2897362,2895909,2906
mmH,69,Chr4,6155039,6159939,6157489,4900
mmH,69,Chr5,17315090,17315223,17315156,133
mmH,69,Chr5,22337760,22337799,22337780,39
mmH,69,Chr5,26532282,26533478,26532880,1196
mmH,70,Chr1,3481364,3486161,3483762,4797
mmH,70,Chr1,10852661,10852667,10852664,6
mmH,70,Chr1,12973182,12973334,12973258,152
mmH,70,Chr1,23514645,23515074,23514859,429
mmH,70,Chr3,3665919,3666564,3666241,645
mmH,70,Chr4,7925417,7925724,7925571,307
mmH,70,Chr5,7013557,7013784,7013671,227
mmH,70,Chr5,7980093,7980174,7980133,81
mmH,70,Chr5,15024093,15024238,15024165,145
mmH,71,Chr1,10556539,10556749,10556644,210
mmH,71,Chr1,28010976,28011825,28011400,849
mmH,71,Chr3,1727244,1728216,1727730,972
mmH,71,Chr3,11189597,11192987,11191292,3390
mmH,72,Chr1,3949439,4007872,3978655,58433
mmH,72,Chr1,11180415,11180475,11180445,60
mmH,72,Chr1,24223605,24223737,24223671,132
mmH,72,Chr2,1155986,1156842,1156414,856
mmH,72,Chr2,7330179,7330181,7330180,2
mmH,72,Chr3,249002,250189,249596,1187
mmH,72,Chr3,10749593,10749698,10749645,105
mmH,72,Chr4,1561529,1561752,1561641,223
mmH,72,Chr5,2246229,2246586,2246407,357
mmH,72,Chr5,14709971,14710185,14710078,214
mmH,73,Chr1,377064,384704,380884,7640
mmH,73,Chr1,7638527,7639278,7638903,751
mmH,73,Chr2,4940952,4941001,4940976,49
mmH,73,Chr2,6285965,6289522,6287743,3557
mmH,73,Chr3,15935140,15935406,15935273,266
mmH,73,Chr4,8020455,8020788,8020621,333
mmH,73,Chr4,8503715,8503753,8503734,38
mmH,73,Chr5,9389745,9389893,9389819,148
mmH,73,Chr5,16942905,16943203,16943054,298
mmH,73,Chr5,24279100,24279259,24279180,159
mmH,74,Chr1,9889077,9890497,9889787,1420
mmH,74,Chr1,18640305,18640874,18640589,569
mmH,74,Chr1,24787616,24787747,24787682,131
mmH,74,Chr2,10574002,10574740,10574371,738
mmH,74,Chr2,17444327,17445044,17444685,717
mmH,74,Chr3,5267221,5268523,5267872,1302
mmH,74,Chr3,10505515,10505860,10505687,345
mmH,74,Chr3,18512537,18512560,18512549,23
mmH,74,Chr5,22665793,22666232,22666013,439
mmH,75,Chr1,8432553,8432604,8432579,51
mmH,75,Chr1,26240710,26240886,26240798,176
mmH,75,Chr2,801517,802047,801782,530
mmH,75,Chr3,11046794,11047055,11046924,261
mmH,75,Chr5,25752757,25752974,25752865,217
mmH,76,Chr1,17275578,17276219,17275898,641
mmH,76,Chr1,26654858,26657058,26655958,2200
mmH,76,Chr2,11674159,11674816,11674487,657
mmH,76,Chr4,10642316,10643421,10642868,1105
mmH,76,Chr5,17937942,17938002,17937972,60
mmH,77,Chr1,6395218,6395573,6395396,355
mmH,77,Chr1,17419655,17420288,17419971,633
mmH,77,Chr2,6785745,6786065,6785905,320
mmH,77,Chr2,10525452,10527160,10526306,1708
mmH,77,Chr3,15661878,15661977,15661928,99
mmH,77,Chr4,5439863,5440117,5439990,254
mmH,77,Chr5,10451916,10452140,10452028,224
